state,color,move,player
"(536910080, 136, 68719476736, 544, 0, 4, 63635335304708096, 2377900603251621888, 144150372447944704, 137439019008, 576460752303423488, 4611686018427387904)",1,a3b2,human
"(536910080, 136, 68719476736, 32, 0, 512, 63635335304708096, 2377900603251621888, 144150372447944704, 137438953472, 576460752303423488, 4611686018427387904)",1,d8d5,human
"(536910080, 132, 68719476736, 32, 0, 512, 63635335304708096, 2377900603251621888, 144150372447944704, 137438953472, 34359738368, 4611686018427387904)",1,e4e3,human
"(536910080, 132, 67108864, 32, 0, 512, 63635334970212352, 2377900603251621888, 144150372447944704, 137438953472, 34359738368, 4611686018427387904)",1,d5h1,human
"(2684360960, 4, 67108864, 32, 0, 512, 63635334970212352, 2377900603251621888, 144150372447944704, 137438953472, 128, 4611686018427387904)",1,f8d8,human
"(2684360960, 1, 67108864, 32, 0, 512, 63635334970212352, 648518346341351424, 144150372447944704, 137438953472, 128, 4611686018427387904)",1,e3d2,human
"(2684358912, 1, 68719476736, 32, 0, 512, 63635334969165824, 648518346341351424, 144150372447944704, 137438953472, 128, 4611686018427387904)",1,a8a4,human
"(2684358912, 1, 68719476736, 32, 0, 131072, 63635334969165824, 576460752320200704, 144150372447944704, 137438953472, 128, 4611686018427387904)",1,a4f4,human
"(549755818240, 1, 68719476736, 32, 0, 131072, 63635334969165824, 576460752840294400, 144150372447944704, 137438953472, 128, 4611686018427387904)",1,f4f1,human
"(549755818240, 1, 2251799813685248, 0, 0, 131072, 63635334969165824, 576460752303423520, 144150372447944704, 137438953472, 128, 4611686018427387904)",1,d8d7,human
"(549755818240, 1, 0, 0, 0, 16777216, 63635334969165824, 2251799813685280, 144150372447944704, 137438953472, 128, 4611686018427387904)",1,f1a1,human
"(140737488359680, 0, 0, 0, 0, 16777216, 63635334969165824, 2251799813685249, 144150372447944704, 137438953472, 128, 4611686018427387904)",1,h1b1,human
"(140737488359680, 0, 0, 0, 0, 4294967296, 63635334969165824, 2251799813685249, 144150372447944704, 137438953472, 2, 4611686018427387904)",1,a1a2,human
"(2149604608, 129, 65600, 544, 8, 16, 65038346165944320, 9295429630892703744, 4755801206503243776, 137472507904, 576460752303423488, 1152921504606846976)",1,c7c6,human
"(2147516160, 129, 66, 36, 8, 16, 71776119061217280, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",1,d7d5,human
"(2147646720, 129, 66, 36, 8, 16, 69524353607270400, 9295429630892703744, 4755801206503243776, 2594073385365405696, 576460752303423488, 1152921504606846976)",1,c8f5,human
"(2684509440, 129, 66, 36, 8, 16, 69524353607270400, 9295429630892703744, 4755801206503243776, 2305843146652647424, 576460752303423488, 1152921504606846976)",1,e7e6,human
"(2684509440, 129, 66, 36, 8, 8192, 65038346165944320, 9295429630892703744, 4755801206503243776, 2305843146652647424, 576460752303423488, 1152921504606846976)",1,g8f6,human
"(2717932800, 129, 66, 36, 8, 8192, 65038346165944320, 9295429630892703744, 144150372447944704, 2305843146652647424, 576460752303423488, 1152921504606846976)",1,f8b4,human
"(2684378368, 129, 66, 65568, 8, 8192, 65038346165944320, 9295429630892703744, 144150372447944704, 137472507904, 576460752303423488, 1152921504606846976)",1,b8c6,human
